"concept_name","source_concept_id","source_vocabulary_id","source_domain_id","source_concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason","target_concept_id","relationship_id","reverse_relationship_id","relationship_valid_start_date","relationship_end_date","invalid_reason_cr"
"Atypical Lymphocytes|Cerebrospinal Fluid|Hematology","2000052188","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52221","1970-01-01","2099-12-31",,"3008266","Maps to","Mapped from","1970-01-01","2099-12-31",
"Atyps#|Cerebrospinal Fluid|Hematology","2000052189","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52222","1970-01-01","2099-12-31",,"3031773","Maps to","Mapped from","1970-01-01","2099-12-31",
"Bands|Cerebrospinal Fluid|Hematology","2000052190","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52223","1970-01-01","2099-12-31",,"3007905","Maps to","Mapped from","1970-01-01","2099-12-31",
"Bands#|Cerebrospinal Fluid|Hematology","2000052191","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52224","1970-01-01","2099-12-31",,"3032644","Maps to","Mapped from","1970-01-01","2099-12-31",
"Basophils|Cerebrospinal Fluid|Hematology","2000052192","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52225","1970-01-01","2099-12-31",,"3020829","Maps to","Mapped from","1970-01-01","2099-12-31",
"Basos#|Cerebrospinal Fluid|Hematology","2000052193","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52226","1970-01-01","2099-12-31",,"3030870","Maps to","Mapped from","1970-01-01","2099-12-31",
"Blasts|Cerebrospinal Fluid|Hematology","2000052194","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52227","1970-01-01","2099-12-31",,"3025698","Maps to","Mapped from","1970-01-01","2099-12-31",
"Blasts#|Cerebrospinal Fluid|Hematology","2000052195","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52228","1970-01-01","2099-12-31",,"3032352","Maps to","Mapped from","1970-01-01","2099-12-31",
"Eos#|Cerebrospinal Fluid|Hematology","2000052196","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52255","1970-01-01","2099-12-31",,"3031163","Maps to","Mapped from","1970-01-01","2099-12-31",
"Eosinophils|Cerebrospinal Fluid|Hematology","2000052197","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52256","1970-01-01","2099-12-31",,"3022640","Maps to","Mapped from","1970-01-01","2099-12-31",
"Hematocrit, CSF|Cerebrospinal Fluid|Hematology","2000052198","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52257","1970-01-01","2099-12-31",,"3013811","Maps to","Mapped from","1970-01-01","2099-12-31",
"Histiocyte|Cerebrospinal Fluid|Hematology","2000052199","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52258","1970-01-01","2099-12-31",,"3007666","Maps to","Mapped from","1970-01-01","2099-12-31",
"Histiocytes#|Cerebrospinal Fluid|Hematology","2000052200","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52259","1970-01-01","2099-12-31",,"3030553","Maps to","Mapped from","1970-01-01","2099-12-31",
"Hypersegmented Neutrophils|Cerebrospinal Fluid|Hematology","2000052201","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52260","1970-01-01","2099-12-31",,"3017900","Maps to","Mapped from","1970-01-01","2099-12-31",
"Hypersegmented Neutrophils #|Cerebrospinal Fluid|Hematology","2000052202","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52261","1970-01-01","2099-12-31",,"3032385","Maps to","Mapped from","1970-01-01","2099-12-31",
"Immunophenotyping|Cerebrospinal Fluid|Hematology","2000052203","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52262","1970-01-01","2099-12-31",,"40758359","Maps to","Mapped from","1970-01-01","2099-12-31",
"Lining Cell|Cerebrospinal Fluid|Hematology","2000052204","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52263","1970-01-01","2099-12-31",,"3016512","Maps to","Mapped from","1970-01-01","2099-12-31",
"Lymphs|Cerebrospinal Fluid|Hematology","2000052205","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52264","1970-01-01","2099-12-31",,"3020951","Maps to","Mapped from","1970-01-01","2099-12-31",
"Lymphs#|Cerebrospinal Fluid|Hematology","2000052206","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52265","1970-01-01","2099-12-31",,"3004560","Maps to","Mapped from","1970-01-01","2099-12-31",
"Macrophage|Cerebrospinal Fluid|Hematology","2000052207","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52266","1970-01-01","2099-12-31",,"3028502","Maps to","Mapped from","1970-01-01","2099-12-31",
"Macrophage#|Cerebrospinal Fluid|Hematology","2000052208","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52267","1970-01-01","2099-12-31",,"3033163","Maps to","Mapped from","1970-01-01","2099-12-31",
"Mesothelial cells|Cerebrospinal Fluid|Hematology","2000052209","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52268","1970-01-01","2099-12-31",,"3011271","Maps to","Mapped from","1970-01-01","2099-12-31",
"Mesothelial cells #|Cerebrospinal Fluid|Hematology","2000052210","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52269","1970-01-01","2099-12-31",,"3032331","Maps to","Mapped from","1970-01-01","2099-12-31",
"Metamyelocytes|Cerebrospinal Fluid|Hematology","2000052211","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52270","1970-01-01","2099-12-31",,"3009788","Maps to","Mapped from","1970-01-01","2099-12-31",
"Metas#|Cerebrospinal Fluid|Hematology","2000052212","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52271","1970-01-01","2099-12-31",,"3032891","Maps to","Mapped from","1970-01-01","2099-12-31",
"Monocytes|Cerebrospinal Fluid|Hematology","2000052213","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52272","1970-01-01","2099-12-31",,"3037577","Maps to","Mapped from","1970-01-01","2099-12-31",
"Monos#|Cerebrospinal Fluid|Hematology","2000052214","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52273","1970-01-01","2099-12-31",,"3030850","Maps to","Mapped from","1970-01-01","2099-12-31",
"Myelocytes|Cerebrospinal Fluid|Hematology","2000052215","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52274","1970-01-01","2099-12-31",,"3021345","Maps to","Mapped from","1970-01-01","2099-12-31",
"Myelos#|Cerebrospinal Fluid|Hematology","2000052216","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52275","1970-01-01","2099-12-31",,"3032670","Maps to","Mapped from","1970-01-01","2099-12-31",
"NRBC|Cerebrospinal Fluid|Hematology","2000052217","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52276","1970-01-01","2099-12-31",,"3053315","Maps to","Mapped from","1970-01-01","2099-12-31",
"NRBC#|Cerebrospinal Fluid|Hematology","2000052218","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52277","1970-01-01","2099-12-31",,"3015637","Maps to","Mapped from","1970-01-01","2099-12-31",
"Other|Cerebrospinal Fluid|Hematology","2000052219","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52278","1970-01-01","2099-12-31",,"46234850","Maps to","Mapped from","1970-01-01","2099-12-31",
"Plasma|Cerebrospinal Fluid|Hematology","2000052220","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52279","1970-01-01","2099-12-31",,"3053157","Maps to","Mapped from","1970-01-01","2099-12-31",
"Plasma#|Cerebrospinal Fluid|Hematology","2000052221","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52280","1970-01-01","2099-12-31",,"3031165","Maps to","Mapped from","1970-01-01","2099-12-31",
"Polys|Cerebrospinal Fluid|Hematology","2000052222","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52281","1970-01-01","2099-12-31",,"3022356","Maps to","Mapped from","1970-01-01","2099-12-31",
"Polys#|Cerebrospinal Fluid|Hematology","2000052223","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52282","1970-01-01","2099-12-31",,"3030884","Maps to","Mapped from","1970-01-01","2099-12-31",
"Promyelocytes|Cerebrospinal Fluid|Hematology","2000052224","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52283","1970-01-01","2099-12-31",,"3036234","Maps to","Mapped from","1970-01-01","2099-12-31",
"Promyelocytes#|Cerebrospinal Fluid|Hematology","2000052225","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52284","1970-01-01","2099-12-31",,"3031768","Maps to","Mapped from","1970-01-01","2099-12-31",
"RBC, CSF|Cerebrospinal Fluid|Hematology","2000052226","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52285","1970-01-01","2099-12-31",,"3027475","Maps to","Mapped from","1970-01-01","2099-12-31",
"Total Nucleated Cells, CSF|Cerebrospinal Fluid|Hematology","2000052227","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52286","1970-01-01","2099-12-31",,"40761570","Maps to","Mapped from","1970-01-01","2099-12-31",
"Atyps#|Joint Fluid|Hematology","2000052228","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52291","1970-01-01","2099-12-31",,"3031784","Maps to","Mapped from","1970-01-01","2099-12-31",
"Bands#|Joint Fluid|Hematology","2000052229","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52292","1970-01-01","2099-12-31",,"3032620","Maps to","Mapped from","1970-01-01","2099-12-31",
"Basos#|Joint Fluid|Hematology","2000052230","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52293","1970-01-01","2099-12-31",,"3030892","Maps to","Mapped from","1970-01-01","2099-12-31",
"Blasts|Joint Fluid|Hematology","2000052231","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52294","1970-01-01","2099-12-31",,"3028907","Maps to","Mapped from","1970-01-01","2099-12-31",
"Blasts#|Joint Fluid|Hematology","2000052232","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52295","1970-01-01","2099-12-31",,"3032088","Maps to","Mapped from","1970-01-01","2099-12-31",
"Eos#|Joint Fluid|Hematology","2000052233","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52296","1970-01-01","2099-12-31",,"3032048","Maps to","Mapped from","1970-01-01","2099-12-31",
"Histio#|Joint Fluid|Hematology","2000052234","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52297","1970-01-01","2099-12-31",,"3030564","Maps to","Mapped from","1970-01-01","2099-12-31",
"Histiocyte|Joint Fluid|Hematology","2000052235","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52298","1970-01-01","2099-12-31",,"3040382","Maps to","Mapped from","1970-01-01","2099-12-31",
"Hypersegmented Neutrophils|Joint Fluid|Hematology","2000052236","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52299","1970-01-01","2099-12-31",,"3030913","Maps to","Mapped from","1970-01-01","2099-12-31",
"Hypersegmented Neutrophils #|Joint Fluid|Hematology","2000052237","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52300","1970-01-01","2099-12-31",,"3031201","Maps to","Mapped from","1970-01-01","2099-12-31",
"Lining Cell|Joint Fluid|Hematology","2000052238","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52301","1970-01-01","2099-12-31",,"3034891","Maps to","Mapped from","1970-01-01","2099-12-31",
"Lymphs#|Joint Fluid|Hematology","2000052239","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52302","1970-01-01","2099-12-31",,"3032064","Maps to","Mapped from","1970-01-01","2099-12-31",
"Metas#|Joint Fluid|Hematology","2000052240","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52303","1970-01-01","2099-12-31",,"3032903","Maps to","Mapped from","1970-01-01","2099-12-31",
"Monos#|Joint Fluid|Hematology","2000052241","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52304","1970-01-01","2099-12-31",,"3012175","Maps to","Mapped from","1970-01-01","2099-12-31",
"Myelocytes|Joint Fluid|Hematology","2000052242","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52305","1970-01-01","2099-12-31",,"3024394","Maps to","Mapped from","1970-01-01","2099-12-31",
"Myelos#|Joint Fluid|Hematology","2000052243","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52306","1970-01-01","2099-12-31",,"3032657","Maps to","Mapped from","1970-01-01","2099-12-31",
"Plasma|Joint Fluid|Hematology","2000052244","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52307","1970-01-01","2099-12-31",,"3044515","Maps to","Mapped from","1970-01-01","2099-12-31",
"Plasma#|Joint Fluid|Hematology","2000052245","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52308","1970-01-01","2099-12-31",,"3031165","Maps to","Mapped from","1970-01-01","2099-12-31",
"Polys#|Joint Fluid|Hematology","2000052246","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52309","1970-01-01","2099-12-31",,"3031142","Maps to","Mapped from","1970-01-01","2099-12-31",
"Promyelo#|Joint Fluid|Hematology","2000052247","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52310","1970-01-01","2099-12-31",,"3031780","Maps to","Mapped from","1970-01-01","2099-12-31",
"Promyelocytes|Joint Fluid|Hematology","2000052248","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52311","1970-01-01","2099-12-31",,"3023316","Maps to","Mapped from","1970-01-01","2099-12-31",
"Total Nucleated Cells, Joint|Joint Fluid|Hematology","2000052249","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52312","1970-01-01","2099-12-31",,"3039497","Maps to","Mapped from","1970-01-01","2099-12-31",
"Acid Phosphatase Stain|Bone Marrow|Hematology","2000052250","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52316","1970-01-01","2099-12-31",,"3022960","Maps to","Mapped from","1970-01-01","2099-12-31",
"CD 1a|Bone Marrow|Hematology","2000052251","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52319","1970-01-01","2099-12-31",,"3039636","Maps to","Mapped from","1970-01-01","2099-12-31",
"CD30|Bone Marrow|Hematology","2000052252","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52320","1970-01-01","2099-12-31",,"3030293","Maps to","Mapped from","1970-01-01","2099-12-31",
"CD42|Bone Marrow|Hematology","2000052253","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52321","1970-01-01","2099-12-31",,"3030517","Maps to","Mapped from","1970-01-01","2099-12-31",
"CD52|Bone Marrow|Hematology","2000052254","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52322","1970-01-01","2099-12-31",,"3031510","Maps to","Mapped from","1970-01-01","2099-12-31",
"CD61|Bone Marrow|Hematology","2000052255","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52323","1970-01-01","2099-12-31",,"3029330","Maps to","Mapped from","1970-01-01","2099-12-31",
"CD62|Bone Marrow|Hematology","2000052256","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52324","1970-01-01","2099-12-31",,"3042828","Maps to","Mapped from","1970-01-01","2099-12-31",
"Chloroacetate Esterase|Bone Marrow|Hematology","2000052257","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52325","1970-01-01","2099-12-31",,"3025107","Maps to","Mapped from","1970-01-01","2099-12-31",
"Naphthol Acetate Stain|Bone Marrow|Hematology","2000052258","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52326","1970-01-01","2099-12-31",,"21493420","Maps to","Mapped from","1970-01-01","2099-12-31",
"Naphthol Butryrate|Bone Marrow|Hematology","2000052259","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52327","1970-01-01","2099-12-31",,"3017994","Maps to","Mapped from","1970-01-01","2099-12-31",
"Periodic Schiff Stain|Bone Marrow|Hematology","2000052260","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52328","1970-01-01","2099-12-31",,"3012525","Maps to","Mapped from","1970-01-01","2099-12-31",
"Peroxidase Stain|Bone Marrow|Hematology","2000052261","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52329","1970-01-01","2099-12-31",,"3026228","Maps to","Mapped from","1970-01-01","2099-12-31",
"Sudan Black Stain|Bone Marrow|Hematology","2000052262","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52330","1970-01-01","2099-12-31",,"3012524","Maps to","Mapped from","1970-01-01","2099-12-31",
"TCR Alpha-Beta|Bone Marrow|Hematology","2000052263","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52331","1970-01-01","2099-12-31",,"3046019","Maps to","Mapped from","1970-01-01","2099-12-31",
"TCR Gamma-Delta|Bone Marrow|Hematology","2000052264","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52332","1970-01-01","2099-12-31",,"3046045","Maps to","Mapped from","1970-01-01","2099-12-31",
"TdT|Bone Marrow|Hematology","2000052265","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52335","1970-01-01","2099-12-31",,"3032522","Maps to","Mapped from","1970-01-01","2099-12-31",
"Atyps#|Other Body Fluid|Hematology","2000052266","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52336","1970-01-01","2099-12-31",,"3031796","Maps to","Mapped from","1970-01-01","2099-12-31",
"Bands#|Other Body Fluid|Hematology","2000052267","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52337","1970-01-01","2099-12-31",,"3032632","Maps to","Mapped from","1970-01-01","2099-12-31",
"Basos#|Other Body Fluid|Hematology","2000052268","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52338","1970-01-01","2099-12-31",,"3030548","Maps to","Mapped from","1970-01-01","2099-12-31",
"Blasts|Other Body Fluid|Hematology","2000052269","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52339","1970-01-01","2099-12-31",,"3026596","Maps to","Mapped from","1970-01-01","2099-12-31",
"Blasts#|Other Body Fluid|Hematology","2000052270","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52340","1970-01-01","2099-12-31",,"3031492","Maps to","Mapped from","1970-01-01","2099-12-31",
"CD 1a|Other Body Fluid|Hematology","2000052271","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52341","1970-01-01","2099-12-31",,"3039924","Maps to","Mapped from","1970-01-01","2099-12-31",
"CD30|Other Body Fluid|Hematology","2000052272","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52342","1970-01-01","2099-12-31",,"3030734","Maps to","Mapped from","1970-01-01","2099-12-31",
"CD42|Other Body Fluid|Hematology","2000052273","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52343","1970-01-01","2099-12-31",,"3029687","Maps to","Mapped from","1970-01-01","2099-12-31",
"CD52|Other Body Fluid|Hematology","2000052274","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52344","1970-01-01","2099-12-31",,"3031091","Maps to","Mapped from","1970-01-01","2099-12-31",
"CD55|Other Body Fluid|Hematology","2000052275","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52345","1970-01-01","2099-12-31",,"3043265","Maps to","Mapped from","1970-01-01","2099-12-31",
"CD59|Other Body Fluid|Hematology","2000052276","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52346","1970-01-01","2099-12-31",,"3043227","Maps to","Mapped from","1970-01-01","2099-12-31",
"CD61|Other Body Fluid|Hematology","2000052277","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52347","1970-01-01","2099-12-31",,"3031011","Maps to","Mapped from","1970-01-01","2099-12-31",
"CD62|Other Body Fluid|Hematology","2000052278","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52348","1970-01-01","2099-12-31",,"3042828","Maps to","Mapped from","1970-01-01","2099-12-31",
"Chloroac|Other Body Fluid|Hematology","2000052279","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52349","1970-01-01","2099-12-31",,"3033233","Maps to","Mapped from","1970-01-01","2099-12-31",
"Eos#|Other Body Fluid|Hematology","2000052280","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52350","1970-01-01","2099-12-31",,"3032084","Maps to","Mapped from","1970-01-01","2099-12-31",
"Fetal Hgb|Other Body Fluid|Hematology","2000052281","mimiciv_meas_lab_loinc","Measurement","Lab Test",,"52351","1970-01-01","2099-12-31",,"3019561","Maps to","Mapped from","1970-01-01","2099-12-31",
