"concept_name","source_concept_id","source_vocabulary_id","source_domain_id","source_concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason","target_concept_id","relationship_id","reverse_relationship_id","relationship_valid_start_date","relationship_end_date","invalid_reason_cr"
"HEART ASSIST SYSTEM IMPLANT","2000020327","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HEART ASSIST SYSTEM IMPLANT","1970-01-01","2099-12-31",,"38001055","Maps to","Mapped from","1970-01-01","2099-12-31",
"Heart Failure","2000020328","mimiciv_obs_drgcodes","Observation","MS-DRG",,"Heart Failure","1970-01-01","2099-12-31",,"316139","Maps to","Mapped from","1970-01-01","2099-12-31",
"HEART FAILURE & SHOCK","2000020329","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HEART FAILURE & SHOCK","1970-01-01","2099-12-31",,"38001121","Maps to","Mapped from","1970-01-01","2099-12-31",
"HEART FAILURE & SHOCK W CC","2000020330","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HEART FAILURE & SHOCK W CC","1970-01-01","2099-12-31",,"38001120","Maps to","Mapped from","1970-01-01","2099-12-31",
"HEART FAILURE & SHOCK W MCC","2000020331","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HEART FAILURE & SHOCK W MCC","1970-01-01","2099-12-31",,"38001119","Maps to","Mapped from","1970-01-01","2099-12-31",
"HEART FAILURE & SHOCK W/O CC/MCC","2000020332","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HEART FAILURE & SHOCK W/O CC/MCC","1970-01-01","2099-12-31",,"38001121","Maps to","Mapped from","1970-01-01","2099-12-31",
"HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM","2000020333","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM","1970-01-01","2099-12-31",,"38000888","Maps to","Mapped from","1970-01-01","2099-12-31",
"HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W MCC","2000020334","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM W MCC","1970-01-01","2099-12-31",,"38000887","Maps to","Mapped from","1970-01-01","2099-12-31",
"HEPATOBILIARY DIAGNOSTIC PROCEDURE FOR MALIGNANCY","2000020335","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HEPATOBILIARY DIAGNOSTIC PROCEDURE FOR MALIGNANCY","1970-01-01","2099-12-31",,"38001221","Maps to","Mapped from","1970-01-01","2099-12-31",
"HEPATOBILIARY DIAGNOSTIC PROCEDURE FOR NON-MALIGNANCY","2000020336","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HEPATOBILIARY DIAGNOSTIC PROCEDURE FOR NON-MALIGNANCY","1970-01-01","2099-12-31",,"38001223","Maps to","Mapped from","1970-01-01","2099-12-31",
"HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC","2000020337","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC","1970-01-01","2099-12-31",,"38001222","Maps to","Mapped from","1970-01-01","2099-12-31",
"HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC","2000020338","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC","1970-01-01","2099-12-31",,"38001221","Maps to","Mapped from","1970-01-01","2099-12-31",
"HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL AGE >17 WITH COMPLICATIONS, COMORBIDITIES","2000020339","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL AGE >17 WITH COMPLICATIONS, COMORBIDITIES","1970-01-01","2099-12-31",,"38001173","Maps to","Mapped from","1970-01-01","2099-12-31",
"HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES","2000020340","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES","1970-01-01","2099-12-31",,"38001174","Maps to","Mapped from","1970-01-01","2099-12-31",
"HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC","2000020341","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC","1970-01-01","2099-12-31",,"38001173","Maps to","Mapped from","1970-01-01","2099-12-31",
"HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC","2000020342","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC","1970-01-01","2099-12-31",,"38001172","Maps to","Mapped from","1970-01-01","2099-12-31",
"HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC","2000020343","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC","1970-01-01","2099-12-31",,"38001174","Maps to","Mapped from","1970-01-01","2099-12-31",
"HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT AGE >17 WITH COMPLICATIONS, COMORBIDITIES","2000020344","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT AGE >17 WITH COMPLICATIONS, COMORBIDITIES","1970-01-01","2099-12-31",,"38001269","Maps to","Mapped from","1970-01-01","2099-12-31",
"HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES","2000020345","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES","1970-01-01","2099-12-31",,"38001270","Maps to","Mapped from","1970-01-01","2099-12-31",
"HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC","2000020346","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC","1970-01-01","2099-12-31",,"38001270","Maps to","Mapped from","1970-01-01","2099-12-31",
"HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC","2000020347","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC","1970-01-01","2099-12-31",,"38001269","Maps to","Mapped from","1970-01-01","2099-12-31",
"HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC","2000020348","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC","1970-01-01","2099-12-31",,"38001271","Maps to","Mapped from","1970-01-01","2099-12-31",
"HIV W EXTENSIVE O.R. PROCEDURE W MCC","2000020349","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HIV W EXTENSIVE O.R. PROCEDURE W MCC","1970-01-01","2099-12-31",,"38001623","Maps to","Mapped from","1970-01-01","2099-12-31",
"HIV W EXTENSIVE O.R. PROCEDURE W/O MCC","2000020350","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HIV W EXTENSIVE O.R. PROCEDURE W/O MCC","1970-01-01","2099-12-31",,"38001624","Maps to","Mapped from","1970-01-01","2099-12-31",
"HIV W MAJOR RELATED CONDITION W CC","2000020351","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HIV W MAJOR RELATED CONDITION W CC","1970-01-01","2099-12-31",,"38001626","Maps to","Mapped from","1970-01-01","2099-12-31",
"HIV W MAJOR RELATED CONDITION W MCC","2000020352","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HIV W MAJOR RELATED CONDITION W MCC","1970-01-01","2099-12-31",,"38001625","Maps to","Mapped from","1970-01-01","2099-12-31",
"HIV W MAJOR RELATED CONDITION W/O CC/MCC","2000020353","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HIV W MAJOR RELATED CONDITION W/O CC/MCC","1970-01-01","2099-12-31",,"38001627","Maps to","Mapped from","1970-01-01","2099-12-31",
"HIV W OR W/O OTHER RELATED CONDITION","2000020354","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HIV W OR W/O OTHER RELATED CONDITION","1970-01-01","2099-12-31",,"38001628","Maps to","Mapped from","1970-01-01","2099-12-31",
"Hypertension","2000020355","mimiciv_obs_drgcodes","Observation","MS-DRG",,"Hypertension","1970-01-01","2099-12-31",,"45876622","Maps to","Mapped from","1970-01-01","2099-12-31",
"HYPERTENSION","2000020356","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HYPERTENSION","1970-01-01","2099-12-31",,"38001133","Maps to","Mapped from","1970-01-01","2099-12-31",
"HYPERTENSION W MCC","2000020357","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HYPERTENSION W MCC","1970-01-01","2099-12-31",,"38001132","Maps to","Mapped from","1970-01-01","2099-12-31",
"HYPERTENSION W/O MCC","2000020358","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HYPERTENSION W/O MCC","1970-01-01","2099-12-31",,"38001133","Maps to","Mapped from","1970-01-01","2099-12-31",
"HYPERTENSIVE ENCEPHALOPATHY","2000020359","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HYPERTENSIVE ENCEPHALOPATHY","1970-01-01","2099-12-31",,"38000952","Maps to","Mapped from","1970-01-01","2099-12-31",
"HYPERTENSIVE ENCEPHALOPATHY W CC","2000020360","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HYPERTENSIVE ENCEPHALOPATHY W CC","1970-01-01","2099-12-31",,"38000951","Maps to","Mapped from","1970-01-01","2099-12-31",
"HYPERTENSIVE ENCEPHALOPATHY W MCC","2000020361","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HYPERTENSIVE ENCEPHALOPATHY W MCC","1970-01-01","2099-12-31",,"38000950","Maps to","Mapped from","1970-01-01","2099-12-31",
"HYPERTENSIVE ENCEPHALOPATHY W/O CC/MCC","2000020362","mimiciv_obs_drgcodes","Observation","MS-DRG",,"HYPERTENSIVE ENCEPHALOPATHY W/O CC/MCC","1970-01-01","2099-12-31",,"38000952","Maps to","Mapped from","1970-01-01","2099-12-31",
"INBORN AND OTHER DISORDERS OF METABOLISM","2000020363","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INBORN AND OTHER DISORDERS OF METABOLISM","1970-01-01","2099-12-31",,"38001392","Maps to","Mapped from","1970-01-01","2099-12-31",
"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W CC","2000020364","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W CC","1970-01-01","2099-12-31",,"38001481","Maps to","Mapped from","1970-01-01","2099-12-31",
"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W MCC","2000020365","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W MCC","1970-01-01","2099-12-31",,"38001480","Maps to","Mapped from","1970-01-01","2099-12-31",
"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC","2000020366","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC","1970-01-01","2099-12-31",,"38001482","Maps to","Mapped from","1970-01-01","2099-12-31",
"INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC","2000020367","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC","1970-01-01","2099-12-31",,"38001550","Maps to","Mapped from","1970-01-01","2099-12-31",
"INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC","2000020368","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC","1970-01-01","2099-12-31",,"38001549","Maps to","Mapped from","1970-01-01","2099-12-31",
"INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC","2000020369","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC","1970-01-01","2099-12-31",,"38001551","Maps to","Mapped from","1970-01-01","2099-12-31",
"INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC","2000020370","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC","1970-01-01","2099-12-31",,"38001456","Maps to","Mapped from","1970-01-01","2099-12-31",
"INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC","2000020371","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC","1970-01-01","2099-12-31",,"38001457","Maps to","Mapped from","1970-01-01","2099-12-31",
"Inflammatory Bowel Disease","2000020372","mimiciv_obs_drgcodes","Observation","MS-DRG",,"Inflammatory Bowel Disease","1970-01-01","2099-12-31",,"45883199","Maps to","Mapped from","1970-01-01","2099-12-31",
"INFLAMMATORY BOWEL DISEASE","2000020373","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INFLAMMATORY BOWEL DISEASE","1970-01-01","2099-12-31",,"38001197","Maps to","Mapped from","1970-01-01","2099-12-31",
"INFLAMMATORY BOWEL DISEASE W CC","2000020374","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INFLAMMATORY BOWEL DISEASE W CC","1970-01-01","2099-12-31",,"38001196","Maps to","Mapped from","1970-01-01","2099-12-31",
"INFLAMMATORY BOWEL DISEASE W MCC","2000020375","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INFLAMMATORY BOWEL DISEASE W MCC","1970-01-01","2099-12-31",,"38001195","Maps to","Mapped from","1970-01-01","2099-12-31",
"INGUINAL & FEMORAL HERNIA PROCEDURES AGE >17 WITH COMPLICATIONS, COMORBIDITIES","2000020376","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INGUINAL & FEMORAL HERNIA PROCEDURES AGE >17 WITH COMPLICATIONS, COMORBIDITIES","1970-01-01","2099-12-31",,"38001169","Maps to","Mapped from","1970-01-01","2099-12-31",
"INGUINAL & FEMORAL HERNIA PROCEDURES W CC","2000020377","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INGUINAL & FEMORAL HERNIA PROCEDURES W CC","1970-01-01","2099-12-31",,"38001170","Maps to","Mapped from","1970-01-01","2099-12-31",
"INGUINAL & FEMORAL HERNIA PROCEDURES W MCC","2000020378","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INGUINAL & FEMORAL HERNIA PROCEDURES W MCC","1970-01-01","2099-12-31",,"38001169","Maps to","Mapped from","1970-01-01","2099-12-31",
"INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC","2000020379","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC","1970-01-01","2099-12-31",,"38001171","Maps to","Mapped from","1970-01-01","2099-12-31",
"INTERSTITIAL LUNG DISEASE W CC","2000020380","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INTERSTITIAL LUNG DISEASE W CC","1970-01-01","2099-12-31",,"38001043","Maps to","Mapped from","1970-01-01","2099-12-31",
"INTERSTITIAL LUNG DISEASE WITH COMPLICATIONS, COMORBIDITIES","2000020381","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INTERSTITIAL LUNG DISEASE WITH COMPLICATIONS, COMORBIDITIES","1970-01-01","2099-12-31",,"38001042","Maps to","Mapped from","1970-01-01","2099-12-31",
"INTERSTITIAL LUNG DISEASE W MCC","2000020382","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INTERSTITIAL LUNG DISEASE W MCC","1970-01-01","2099-12-31",,"38001042","Maps to","Mapped from","1970-01-01","2099-12-31",
"INTERSTITIAL LUNG DISEASE W/O CC/MCC","2000020383","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INTERSTITIAL LUNG DISEASE W/O CC/MCC","1970-01-01","2099-12-31",,"38001044","Maps to","Mapped from","1970-01-01","2099-12-31",
"Intestinal Obstruction","2000020384","mimiciv_obs_drgcodes","Observation","MS-DRG",,"Intestinal Obstruction","1970-01-01","2099-12-31",,"193518","Maps to","Mapped from","1970-01-01","2099-12-31",
"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION","2000020385","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION","1970-01-01","2099-12-31",,"38000939","Maps to","Mapped from","1970-01-01","2099-12-31",
"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC","2000020386","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC","1970-01-01","2099-12-31",,"38000938","Maps to","Mapped from","1970-01-01","2099-12-31",
"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC","2000020387","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC","1970-01-01","2099-12-31",,"38000937","Maps to","Mapped from","1970-01-01","2099-12-31",
"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","2000020388","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC","1970-01-01","2099-12-31",,"38000939","Maps to","Mapped from","1970-01-01","2099-12-31",
"INTRACRANIAL HEMORRHAGE & STROKE W/ INFARCTION","2000020389","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INTRACRANIAL HEMORRHAGE & STROKE W/ INFARCTION","1970-01-01","2099-12-31",,"38000939","Maps to","Mapped from","1970-01-01","2099-12-31",
"INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC","2000020390","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W CC","1970-01-01","2099-12-31",,"38000903","Maps to","Mapped from","1970-01-01","2099-12-31",
"INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC","2000020391","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W MCC","1970-01-01","2099-12-31",,"38000902","Maps to","Mapped from","1970-01-01","2099-12-31",
"INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W/O CC/MCC","2000020392","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INTRACRANIAL VASCULAR PROCEDURES W PDX HEMORRHAGE W/O CC/MCC","1970-01-01","2099-12-31",,"38000904","Maps to","Mapped from","1970-01-01","2099-12-31",
"INTRA CRANIAL VASCULAR PROCEDURE WITH PRINCIPAL DIAGNOSIS OF HEMORRHAGE","2000020393","mimiciv_obs_drgcodes","Observation","MS-DRG",,"INTRA CRANIAL VASCULAR PROCEDURE WITH PRINCIPAL DIAGNOSIS OF HEMORRHAGE","1970-01-01","2099-12-31",,"38000904","Maps to","Mapped from","1970-01-01","2099-12-31",
"Kidney Transplant","2000020394","mimiciv_obs_drgcodes","Observation","MS-DRG",,"Kidney Transplant","1970-01-01","2099-12-31",,"38001396","Maps to","Mapped from","1970-01-01","2099-12-31",
"KIDNEY TRANSPLANT","2000020395","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KIDNEY TRANSPLANT","1970-01-01","2099-12-31",,"38001396","Maps to","Mapped from","1970-01-01","2099-12-31",
"KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC","2000020396","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC","1970-01-01","2099-12-31",,"38001401","Maps to","Mapped from","1970-01-01","2099-12-31",
"KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC","2000020397","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC","1970-01-01","2099-12-31",,"38001400","Maps to","Mapped from","1970-01-01","2099-12-31",
"KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC","2000020398","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC","1970-01-01","2099-12-31",,"38001402","Maps to","Mapped from","1970-01-01","2099-12-31",
"KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC","2000020399","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC","1970-01-01","2099-12-31",,"38001404","Maps to","Mapped from","1970-01-01","2099-12-31",
"KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC","2000020400","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC","1970-01-01","2099-12-31",,"38001403","Maps to","Mapped from","1970-01-01","2099-12-31",
"KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC","2000020401","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC","1970-01-01","2099-12-31",,"38001405","Maps to","Mapped from","1970-01-01","2099-12-31",
"KIDNEY & URINARY TRACT INFECTIONS W MCC","2000020402","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KIDNEY & URINARY TRACT INFECTIONS W MCC","1970-01-01","2099-12-31",,"38001427","Maps to","Mapped from","1970-01-01","2099-12-31",
"KIDNEY & URINARY TRACT INFECTIONS W/O MCC","2000020403","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KIDNEY & URINARY TRACT INFECTIONS W/O MCC","1970-01-01","2099-12-31",,"38001428","Maps to","Mapped from","1970-01-01","2099-12-31",
"KIDNEY & URINARY TRACT NEOPLASMS W CC","2000020404","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KIDNEY & URINARY TRACT NEOPLASMS W CC","1970-01-01","2099-12-31",,"38001425","Maps to","Mapped from","1970-01-01","2099-12-31",
"KIDNEY & URINARY TRACT NEOPLASMS W MCC","2000020405","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KIDNEY & URINARY TRACT NEOPLASMS W MCC","1970-01-01","2099-12-31",,"38001424","Maps to","Mapped from","1970-01-01","2099-12-31",
"KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC","2000020406","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC","1970-01-01","2099-12-31",,"38001433","Maps to","Mapped from","1970-01-01","2099-12-31",
"KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC","2000020407","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC","1970-01-01","2099-12-31",,"38001434","Maps to","Mapped from","1970-01-01","2099-12-31",
"KNEE PROCEDURES WITHOUT PDX OF INFECTION","2000020408","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KNEE PROCEDURES WITHOUT PDX OF INFECTION","1970-01-01","2099-12-31",,"38001278","Maps to","Mapped from","1970-01-01","2099-12-31",
"KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC","2000020409","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC","1970-01-01","2099-12-31",,"38001277","Maps to","Mapped from","1970-01-01","2099-12-31",
"KNEE PROCEDURES W PDX OF INFECTION W CC","2000020410","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KNEE PROCEDURES W PDX OF INFECTION W CC","1970-01-01","2099-12-31",,"38001275","Maps to","Mapped from","1970-01-01","2099-12-31",
"KNEE PROCEDURES W PDX OF INFECTION WITH COMPLICATIONS AND COMORBIDITIES","2000020411","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KNEE PROCEDURES W PDX OF INFECTION WITH COMPLICATIONS AND COMORBIDITIES","1970-01-01","2099-12-31",,"38001274","Maps to","Mapped from","1970-01-01","2099-12-31",
"KNEE PROCEDURES W PDX OF INFECTION W MCC","2000020412","mimiciv_obs_drgcodes","Observation","MS-DRG",,"KNEE PROCEDURES W PDX OF INFECTION W MCC","1970-01-01","2099-12-31",,"38001274","Maps to","Mapped from","1970-01-01","2099-12-31",
"LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT COMMON DUCT EXPLORATION WITH COMPLICATIONS, COMORBIDITIES","2000020413","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT COMMON DUCT EXPLORATION WITH COMPLICATIONS, COMORBIDITIES","1970-01-01","2099-12-31",,"38001218","Maps to","Mapped from","1970-01-01","2099-12-31",
"LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT COMMON DUCT EXPLORATION WITHOUT COMPLICATIONS, COMORBIDITIES","2000020414","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT COMMON DUCT EXPLORATION WITHOUT COMPLICATIONS, COMORBIDITIES","1970-01-01","2099-12-31",,"38001220","Maps to","Mapped from","1970-01-01","2099-12-31",
"LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC","2000020415","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC","1970-01-01","2099-12-31",,"38001219","Maps to","Mapped from","1970-01-01","2099-12-31",
"LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC","2000020416","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC","1970-01-01","2099-12-31",,"38001218","Maps to","Mapped from","1970-01-01","2099-12-31",
"LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC","2000020417","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC","1970-01-01","2099-12-31",,"38001220","Maps to","Mapped from","1970-01-01","2099-12-31",
"LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA","2000020418","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA","1970-01-01","2099-12-31",,"38001616","Maps to","Mapped from","1970-01-01","2099-12-31",
"LIVER TRANSPLANT","2000020419","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LIVER TRANSPLANT","1970-01-01","2099-12-31",,"38000892","Maps to","Mapped from","1970-01-01","2099-12-31",
"LIVER TRANSPLANT AND/OR INTENSTINAL TRANSPLANT","2000020420","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LIVER TRANSPLANT AND/OR INTENSTINAL TRANSPLANT","1970-01-01","2099-12-31",,"38000892","Maps to","Mapped from","1970-01-01","2099-12-31",
"LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT","2000020421","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LIVER TRANSPLANT W MCC OR INTESTINAL TRANSPLANT","1970-01-01","2099-12-31",,"38000891","Maps to","Mapped from","1970-01-01","2099-12-31",
